CandidateID,Source,JobRole,ExperienceYears,ScreeningScore,InterviewRounds,OfferStatus,JoinedStatus,SalaryExpected,SalaryOffered,ApplicationDate,CostPerSource
C101084,Agency,Backend Developer,1.2,97,2,Rejected,Did Not Join,635061,892983,2024-05-31,7423
C101085,LinkedIn,Sales Executive,1.3,41,2,Rejected,Did Not Join,1794466,699212,2024-01-18,13340
C101086,Indeed,Backend Developer,4.1,82,2,Rejected,Did Not Join,708095,399700,2024-11-23,10979
C101087,Naukri,Frontend Developer,2.9,56,3,Rejected,Did Not Join,1709708,1194964,2024-10-05,9815
C101088,Internshala,Product Analyst,1.4,97,2,Rejected,Did Not Join,1266195,1027248,2023-10-09,14639
C101089,Naukri,Backend Developer,2.2,72,2,Rejected,Did Not Join,358926,272096,2024-03-06,13578
C101090,Agency,HR Executive,3.8,35,1,Rejected,Did Not Join,376754,1424533,2024-04-22,9112
C101091,Indeed,Marketing Associate,0.0,12,1,Offered,Did Not Join,1961019,1714185,2023-12-14,8836
C101092,Indeed,Business Analyst,1.0,32,2,Rejected,Did Not Join,1117459,1535961,2024-01-27,19501
C101093,LinkedIn,Backend Developer,4.8,84,1,Rejected,Did Not Join,769916,1614404,2023-12-11,18824
C101094,Naukri,HR Executive,2.7,83,1,Rejected,Did Not Join,235171,1673929,2023-07-05,3870
C101095,Naukri,Business Analyst,1.6,59,2,Offered,Joined,1287365,1081829,2023-08-05,9821
C101096,Naukri,Product Analyst,1.5,45,1,Rejected,Did Not Join,1043004,1477998,2023-07-02,6626
C101097,Naukri,Sales Executive,0.9,22,3,Rejected,Did Not Join,436110,1262774,2024-04-09,4680
C101098,Referral,Business Analyst,1.5,38,2,Rejected,Joined,1850883,1637968,2023-12-18,926
C101099,Naukri,Sales Executive,2.1,47,2,Offered,Did Not Join,1076805,1446559,2024-10-23,14037
C101100,Naukri,Backend Developer,1.1,86,1,Offered,Did Not Join,530049,1430251,2023-11-27,5922
C101101,Agency,HR Executive,2.5,99,1,Rejected,Did Not Join,494385,434598,2024-11-16,19171
C101102,Campus,Marketing Associate,3.9,93,2,Rejected,Did Not Join,373966,292932,2023-07-07,19827
C101103,Agency,Backend Developer,0.3,14,3,Rejected,Did Not Join,843403,1064111,2023-05-31,9295
C101104,Internshala,Sales Executive,1.2,29,3,Rejected,Did Not Join,1852007,462661,2023-02-02,12233
C101105,Naukri,Frontend Developer,1.0,87,1,Offered,Did Not Join,1151531,1545223,2023-08-06,7859
C101106,LinkedIn,Business Analyst,2.3,23,2,Rejected,Did Not Join,1545542,1781378,2024-01-13,17701
C101107,Referral,Backend Developer,0.6,17,1,Rejected,Did Not Join,347989,1624007,2023-11-05,1752
C101108,Indeed,Sales Executive,2.0,57,4,Rejected,Joined,1480071,196486,2023-07-21,2760
C101109,Naukri,Product Analyst,4.2,22,4,Offered,Did Not Join,480051,1580976,2023-08-30,679
C101110,Referral,Business Analyst,1.1,33,2,Offered,Did Not Join,702377,516626,2023-12-29,9953
C101111,Naukri,Product Analyst,4.8,88,2,Offered,Did Not Join,374218,1240825,2024-02-06,5587
C101112,Naukri,Sales Executive,10.0,74,3,Rejected,Did Not Join,940737,626829,2023-12-05,19812
C101113,LinkedIn,HR Executive,0.2,95,2,Rejected,Did Not Join,1939293,686683,2023-06-04,5167
C101114,LinkedIn,Data Analyst,0.5,43,2,Rejected,Did Not Join,1678979,1087685,2023-05-17,10963
C101115,LinkedIn,Product Analyst,6.0,60,4,Offered,Joined,1452276,1169502,2024-08-14,11244
C101116,Naukri,Backend Developer,6.4,12,2,Offered,Did Not Join,763800,616006,2023-09-15,12445
C101117,Campus,Marketing Associate,0.2,99,2,Rejected,Did Not Join,955604,781725,2023-07-24,12914
C101118,Naukri,Backend Developer,0.0,87,3,Rejected,Did Not Join,1596376,226783,2023-06-09,18129
C101119,Naukri,Business Analyst,0.4,67,2,Rejected,Did Not Join,380296,1490228,2024-09-05,17785
C101120,Campus,HR Executive,11.0,81,2,Offered,Did Not Join,1726599,1795135,2024-04-29,10714
C101121,Agency,Sales Executive,0.4,64,1,Rejected,Did Not Join,1163972,597563,2024-01-04,7804
C101122,Campus,Frontend Developer,1.4,89,2,Rejected,Did Not Join,467501,423176,2024-03-24,13613
C101123,Referral,Marketing Associate,3.8,51,1,Rejected,Did Not Join,684315,240683,2023-12-29,8302
C101124,Indeed,HR Executive,0.0,30,2,Rejected,Did Not Join,922241,1693080,2023-01-06,17183
C101125,LinkedIn,Product Analyst,1.9,19,2,Rejected,Joined,1913914,546670,2023-03-20,2766
C101126,Naukri,Product Analyst,0.6,66,4,Rejected,Joined,213616,945787,2023-09-28,19893
C101127,LinkedIn,Backend Developer,4.0,34,2,Offered,Did Not Join,1585479,502935,2024-06-25,2855
C101128,Naukri,Frontend Developer,0.7,65,3,Rejected,Did Not Join,1627414,1279343,2024-10-20,14272
C101129,Naukri,HR Executive,2.3,47,1,Rejected,Did Not Join,995854,397238,2024-03-08,8886
C101130,Indeed,Data Analyst,2.2,95,3,Rejected,Did Not Join,339674,1174035,2024-09-02,2377
C101131,LinkedIn,Marketing Associate,0.5,70,2,Rejected,Did Not Join,1783361,700921,2024-11-24,13256
C101132,Naukri,Business Analyst,0.1,56,2,Rejected,Did Not Join,644187,345902,2024-12-14,19917
C101133,Naukri,HR Executive,1.1,63,1,Rejected,Joined,583626,667524,2024-08-01,11326
C101134,Indeed,HR Executive,0.7,55,2,Rejected,Did Not Join,944493,483883,2023-06-18,14067
C101135,Naukri,Data Analyst,3.3,77,2,Offered,Did Not Join,509373,1350819,2023-12-03,10568
C101136,Campus,Backend Developer,3.2,13,2,Rejected,Did Not Join,1317204,623426,2024-02-12,1934
C101137,LinkedIn,Sales Executive,1.2,75,3,Rejected,Did Not Join,1578847,1001598,2023-12-29,3769
C101138,LinkedIn,Sales Executive,1.9,52,3,Offered,Did Not Join,1698527,846556,2023-11-30,9126
C101139,LinkedIn,Marketing Associate,1.9,71,4,Rejected,Did Not Join,1087238,881052,2023-10-27,5139
C101140,Referral,Marketing Associate,3.5,94,2,Offered,Did Not Join,929749,1455552,2023-06-25,17453
C101141,Naukri,Business Analyst,1.1,94,4,Rejected,Did Not Join,422413,667588,2024-11-01,9543
C101142,Indeed,HR Executive,0.6,94,3,Offered,Did Not Join,651916,393419,2024-05-24,11518
C101143,LinkedIn,Frontend Developer,0.6,13,1,Rejected,Did Not Join,1268052,889541,2024-01-21,4734
C101144,Naukri,HR Executive,1.5,74,2,Offered,Did Not Join,1059029,1124570,2024-08-10,15644
C101145,Campus,Sales Executive,1.2,71,1,Rejected,Did Not Join,1053641,833937,2024-07-09,6861
C101146,Referral,Business Analyst,1.2,99,1,Offered,Joined,1339776,1591140,2023-09-04,15521
C101147,Indeed,HR Executive,0.2,11,1,Offered,Did Not Join,949120,485425,2023-10-15,18948
C101148,Campus,Data Analyst,2.5,18,1,Rejected,Did Not Join,1836439,1278287,2023-05-22,4592
C101149,Campus,Sales Executive,0.5,66,2,Rejected,Did Not Join,689282,1225328,2024-01-06,19978
C101150,Indeed,HR Executive,0.4,54,2,Rejected,Did Not Join,664754,513121,2023-04-02,5369
C101151,Referral,HR Executive,1.1,27,1,Offered,Did Not Join,731596,1668816,2024-05-18,6377
C101152,Indeed,Sales Executive,0.5,57,3,Rejected,Joined,834229,887129,2023-03-06,8709
C101153,Indeed,Frontend Developer,1.8,51,3,Offered,Did Not Join,1019699,1500866,2024-05-27,10648
C101154,Indeed,Sales Executive,0.9,50,4,Rejected,Did Not Join,1196630,868717,2023-10-07,19126
C101155,Referral,Data Analyst,1.2,84,2,Rejected,Did Not Join,1609349,497643,2023-03-10,1378
C101156,Naukri,Data Analyst,1.5,98,2,Rejected,Joined,934625,1244889,2024-06-17,17829
C101157,Campus,HR Executive,0.5,99,1,Rejected,Did Not Join,1277800,679424,2023-03-25,9260
C101158,Campus,Marketing Associate,0.3,67,1,Rejected,Joined,1893585,993830,2023-06-29,18288
C101159,Naukri,Frontend Developer,4.2,51,1,Rejected,Did Not Join,1577143,582540,2024-12-24,10894
C101160,Referral,HR Executive,1.1,44,2,Rejected,Did Not Join,1880355,580648,2024-05-29,8533
C101161,Naukri,Sales Executive,1.1,47,4,Rejected,Did Not Join,1587488,200867,2024-10-24,14021
C101162,Naukri,HR Executive,0.1,76,1,Rejected,Did Not Join,495840,434367,2023-06-10,659
C101163,Indeed,Business Analyst,1.4,50,1,Rejected,Did Not Join,260312,1479332,2024-05-12,8142
C101164,Naukri,Business Analyst,1.6,59,1,Offered,Did Not Join,1580659,1783835,2023-08-30,2388
C101165,Referral,Marketing Associate,1.6,95,2,Offered,Did Not Join,214992,1603347,2023-11-09,15113
C101166,Referral,Frontend Developer,2.5,81,2,Offered,Did Not Join,1387638,1017191,2023-10-09,16732
C101167,LinkedIn,Backend Developer,0.4,88,2,Offered,Joined,1179413,1658284,2023-03-24,19287
C101168,Naukri,Product Analyst,0.6,54,1,Offered,Did Not Join,1292791,1350819,2023-05-03,7526
C101169,Naukri,Business Analyst,3.3,80,2,Rejected,Did Not Join,390070,425962,2024-04-20,18850
C101170,Indeed,Backend Developer,5.9,28,1,Offered,Did Not Join,544688,626222,2023-03-16,11793
C101171,Internshala,Data Analyst,0.3,26,2,Rejected,Joined,1476194,814743,2023-09-18,13456
C101172,Indeed,Business Analyst,1.4,74,1,Rejected,Did Not Join,990776,614285,2023-08-19,3495
C101173,Naukri,Business Analyst,0.5,86,3,Offered,Did Not Join,513667,651121,2023-03-26,1016
C101174,Indeed,Frontend Developer,0.1,65,2,Offered,Did Not Join,967418,1376800,2023-09-09,7915
C101175,LinkedIn,Marketing Associate,0.8,50,2,Offered,Joined,1400731,1357792,2023-10-01,16504
C101176,Referral,Backend Developer,0.3,51,2,Offered,Did Not Join,1666426,245674,2023-08-28,12142
C101177,Naukri,Sales Executive,2.5,15,2,Rejected,Did Not Join,336188,1745532,2024-09-09,8551
C101178,Referral,Business Analyst,1.5,78,1,Rejected,Joined,783948,1674871,2023-08-27,1309
C101179,LinkedIn,Business Analyst,0.3,84,2,Offered,Did Not Join,1704573,1610462,2023-09-04,11280
C101180,Agency,Frontend Developer,0.0,82,2,Rejected,Did Not Join,1028078,1500357,2023-03-04,13656
C101181,Naukri,Frontend Developer,3.3,49,2,Offered,Joined,1469195,498252,2024-06-12,19979
C101182,Indeed,Marketing Associate,0.4,50,2,Rejected,Did Not Join,204610,1000809,2024-04-24,18015
C101183,Agency,Backend Developer,1.9,18,3,Rejected,Did Not Join,905044,398435,2024-01-31,12773
C101184,Naukri,Data Analyst,0.8,17,3,Rejected,Joined,260519,1343462,2023-12-09,11111
C101185,Agency,Sales Executive,1.8,53,1,Offered,Joined,654464,726656,2024-12-03,11693
C101186,Indeed,Marketing Associate,0.8,67,2,Offered,Did Not Join,1547985,205736,2024-04-16,17078
C101187,Naukri,Product Analyst,0.2,76,1,Rejected,Did Not Join,1645644,722041,2023-02-11,6267
C101188,Naukri,Data Analyst,0.5,22,2,Rejected,Joined,1607942,1455890,2024-05-21,14809
C101189,Indeed,HR Executive,0.4,28,2,Rejected,Did Not Join,219788,1255374,2023-11-27,17532
C101190,Naukri,Business Analyst,1.1,58,1,Offered,Did Not Join,1742864,344328,2023-09-29,5964
C101191,LinkedIn,Backend Developer,2.1,89,3,Rejected,Did Not Join,1767596,1068276,2023-10-24,19157
C101192,Naukri,Marketing Associate,0.6,91,2,Rejected,Did Not Join,1217948,882779,2024-07-22,7588
C101193,Indeed,Business Analyst,0.0,87,2,Rejected,Did Not Join,732012,1043027,2024-05-13,18867
C101194,Naukri,Backend Developer,1.5,39,1,Offered,Joined,1430365,1058971,2024-04-21,3068
C101195,Campus,Backend Developer,1.9,75,2,Rejected,Did Not Join,1294602,665205,2024-10-22,4897
C101196,Internshala,Backend Developer,6.6,86,3,Offered,Did Not Join,865357,1487065,2023-07-26,7067
C101197,Agency,Business Analyst,1.8,68,2,Rejected,Joined,1560308,1630848,2023-03-25,8001
C101198,Indeed,Marketing Associate,1.3,62,4,Rejected,Joined,734983,846580,2024-01-04,3899
C101199,Naukri,Sales Executive,1.7,61,1,Rejected,Joined,243422,191290,2024-12-06,1477
C101200,Referral,Frontend Developer,5.3,90,2,Rejected,Did Not Join,1186629,1227464,2024-03-21,12618
C101201,Naukri,Business Analyst,3.5,40,3,Rejected,Joined,1049874,1412128,2024-05-08,4336
C101202,Naukri,Product Analyst,0.8,24,2,Rejected,Did Not Join,332470,1510738,2023-01-29,10772
C101203,Naukri,Backend Developer,0.5,29,1,Offered,Did Not Join,832338,1474991,2024-08-28,6111
C101204,LinkedIn,Marketing Associate,0.6,14,2,Rejected,Joined,535371,497282,2023-03-15,905
C101205,Referral,Sales Executive,1.4,16,2,Rejected,Did Not Join,276479,959619,2024-03-20,12321
C101206,Indeed,HR Executive,2.7,27,2,Offered,Joined,541606,1310731,2023-04-20,12689
C101207,LinkedIn,Product Analyst,1.4,65,3,Rejected,Joined,1570993,785855,2023-06-10,1094
C101208,Naukri,Data Analyst,0.1,84,3,Offered,Did Not Join,1294393,1721084,2024-02-18,18670
C101209,Internshala,Product Analyst,2.6,99,2,Rejected,Did Not Join,1653905,451150,2023-06-09,17874
C101210,LinkedIn,Backend Developer,3.3,54,1,Rejected,Did Not Join,1934070,1665718,2024-05-04,14448
C101211,LinkedIn,HR Executive,0.7,37,2,Rejected,Did Not Join,1645058,599481,2023-05-05,5955
C101212,Naukri,Frontend Developer,2.2,59,3,Rejected,Did Not Join,1648200,1244484,2023-11-02,17685
C101213,Referral,Sales Executive,1.1,11,4,Offered,Joined,1525562,251165,2024-12-27,3532
C101214,Indeed,Sales Executive,4.4,93,1,Rejected,Joined,1390784,1224184,2023-09-20,17918
C101215,Naukri,Backend Developer,3.7,77,2,Offered,Did Not Join,483484,1575126,2024-05-03,1130
C101216,Naukri,Product Analyst,1.5,86,1,Rejected,Joined,627958,1377697,2024-11-28,7853
C101217,Indeed,Product Analyst,2.4,33,1,Rejected,Did Not Join,1214448,846187,2023-06-07,12393
C101218,Indeed,Sales Executive,4.3,57,2,Rejected,Joined,1880226,511666,2023-09-19,10435
C101219,Naukri,HR Executive,1.4,54,2,Offered,Did Not Join,557474,745242,2024-02-10,3503
C101220,Agency,Backend Developer,0.8,67,1,Rejected,Did Not Join,1192285,247359,2023-05-22,5109
C101221,Naukri,Business Analyst,2.8,45,3,Rejected,Joined,1221218,374006,2024-09-13,12131
C101222,LinkedIn,Marketing Associate,0.5,11,3,Rejected,Did Not Join,1731454,1021412,2023-07-09,8681
C101223,Agency,HR Executive,1.0,27,4,Offered,Did Not Join,1840934,1152086,2023-09-13,8643
C101224,LinkedIn,Marketing Associate,4.0,58,1,Rejected,Joined,256725,1577976,2023-08-09,13383
C101225,Indeed,Business Analyst,2.6,17,2,Offered,Did Not Join,1295594,835970,2023-07-29,920
C101226,LinkedIn,Business Analyst,1.0,67,2,Rejected,Joined,1895771,664663,2023-10-02,4501
C101227,Naukri,Marketing Associate,0.5,24,1,Rejected,Joined,1546705,397317,2023-07-01,18158
C101228,Internshala,HR Executive,0.9,26,2,Offered,Joined,415327,921715,2024-09-02,19132
C101229,LinkedIn,Marketing Associate,0.7,32,3,Offered,Did Not Join,1957764,1092878,2023-06-01,8961
C101230,Campus,Marketing Associate,0.4,75,1,Rejected,Joined,1046773,436163,2023-11-12,5702
C101231,Naukri,Data Analyst,2.7,79,4,Rejected,Joined,910907,1744742,2024-05-30,2361
C101232,Naukri,HR Executive,0.6,36,3,Offered,Did Not Join,1337825,1410549,2024-12-22,16493
C101233,Naukri,Product Analyst,1.2,46,3,Rejected,Did Not Join,901342,332628,2024-06-10,10492
C101234,Indeed,Product Analyst,1.0,58,3,Rejected,Did Not Join,1590432,357748,2023-05-16,16342
C101235,Naukri,Data Analyst,8.0,73,2,Rejected,Joined,219075,1736821,2023-12-14,2506
C101236,Campus,Backend Developer,1.0,43,3,Offered,Did Not Join,1631949,1700550,2024-11-29,1467
C101237,LinkedIn,Sales Executive,0.2,27,2,Offered,Did Not Join,350798,715306,2024-05-31,4689
C101238,Agency,Product Analyst,0.2,73,3,Rejected,Did Not Join,1772027,378987,2024-06-10,1313
C101239,Naukri,Marketing Associate,1.8,83,1,Rejected,Joined,987987,1382137,2024-02-08,16880
C101240,Campus,Backend Developer,1.8,53,1,Rejected,Did Not Join,1134163,822845,2023-04-05,8628
C101241,Referral,Product Analyst,1.1,26,2,Rejected,Did Not Join,710640,1602414,2024-09-28,1135
C101242,Referral,HR Executive,1.1,68,1,Rejected,Did Not Join,1112994,490215,2023-02-15,3594
C101243,Referral,Marketing Associate,0.1,22,2,Offered,Joined,1148470,1765258,2024-11-09,19132
C101244,Referral,Sales Executive,1.5,61,2,Rejected,Joined,1667715,693972,2023-07-13,10588
C101245,Indeed,Backend Developer,1.4,69,3,Rejected,Did Not Join,1317201,732137,2023-04-28,11318
C101246,Naukri,Product Analyst,0.3,51,2,Rejected,Did Not Join,1197783,215207,2024-07-22,16935
C101247,Naukri,Product Analyst,0.2,73,2,Rejected,Joined,535258,1159173,2023-11-11,11655
C101248,Agency,Frontend Developer,0.3,75,1,Rejected,Did Not Join,584800,335362,2024-11-15,13143
C101249,Indeed,Product Analyst,0.2,43,2,Rejected,Joined,1217980,1353523,2023-09-14,11091
C101250,Referral,Business Analyst,1.9,96,2,Offered,Did Not Join,1931903,1636907,2024-04-27,919
C101251,LinkedIn,Marketing Associate,0.4,80,2,Rejected,Did Not Join,445912,343824,2023-10-30,18916
C101252,Naukri,Sales Executive,0.6,73,1,Rejected,Did Not Join,840580,1406050,2024-05-31,18417
C101253,Naukri,Business Analyst,0.4,42,1,Rejected,Joined,747473,1469683,2023-10-09,5315
C101254,Indeed,Data Analyst,6.3,21,2,Rejected,Did Not Join,1944428,349269,2024-01-03,9237
C101255,LinkedIn,Backend Developer,3.9,85,2,Rejected,Did Not Join,1115309,1081591,2023-06-16,6158
C101256,Naukri,Product Analyst,0.5,28,2,Rejected,Did Not Join,1946963,506223,2023-06-25,7007
C101257,LinkedIn,Data Analyst,0.8,18,3,Rejected,Did Not Join,234594,794267,2023-01-16,11271
C101258,Naukri,Sales Executive,0.5,83,1,Rejected,Joined,1991365,740821,2023-04-12,3673
C101259,LinkedIn,Marketing Associate,1.4,26,2,Rejected,Did Not Join,1790618,1699689,2024-12-22,2920
C101260,Naukri,Business Analyst,0.0,59,2,Rejected,Joined,506651,794120,2023-03-01,4561
C101261,Referral,Business Analyst,2.2,48,1,Rejected,Did Not Join,926218,385453,2023-04-11,13416
C101262,Naukri,Backend Developer,1.5,50,2,Rejected,Did Not Join,1007944,259283,2023-07-14,528
C101263,LinkedIn,Marketing Associate,4.6,19,2,Rejected,Joined,1385459,950509,2023-05-24,3024
C101264,Naukri,Product Analyst,0.4,21,2,Offered,Did Not Join,894802,1573813,2023-11-17,13146
C101265,Naukri,Frontend Developer,3.3,88,3,Rejected,Did Not Join,1406374,902563,2024-08-31,9438
C101266,LinkedIn,Frontend Developer,3.1,24,1,Rejected,Did Not Join,1575477,1621518,2023-04-12,16681
C101267,LinkedIn,Backend Developer,0.3,37,3,Offered,Did Not Join,931732,226963,2023-11-12,13486
C101268,Indeed,Marketing Associate,1.0,13,2,Offered,Did Not Join,825982,1521754,2023-07-31,5086
C101269,Naukri,Backend Developer,0.4,45,2,Offered,Did Not Join,972446,437697,2024-05-24,8033
C101270,Indeed,Marketing Associate,0.6,74,3,Rejected,Did Not Join,1750569,718431,2024-05-03,16660
C101271,Campus,Sales Executive,0.6,56,3,Rejected,Did Not Join,996294,379929,2024-11-06,16133
C101272,Referral,Sales Executive,1.6,90,2,Offered,Did Not Join,1084772,1609777,2024-07-01,2738
C101273,Naukri,Data Analyst,1.1,48,3,Rejected,Joined,676763,925953,2024-08-10,15231
C101274,LinkedIn,Product Analyst,5.9,47,2,Offered,Joined,235107,696177,2024-04-27,574
C101275,Naukri,Backend Developer,0.3,53,2,Rejected,Did Not Join,288080,797703,2024-01-20,6107
C101276,Naukri,Product Analyst,7.3,60,1,Rejected,Did Not Join,345497,773950,2023-04-24,12675
C101277,Internshala,Marketing Associate,0.5,94,1,Rejected,Did Not Join,1807003,330249,2024-08-12,9443
C101278,Naukri,Frontend Developer,3.0,35,3,Rejected,Did Not Join,1806308,385907,2023-01-14,12723
C101279,LinkedIn,Product Analyst,0.8,45,1,Rejected,Did Not Join,663824,251721,2023-08-09,18668
C101280,Indeed,Marketing Associate,0.3,78,1,Rejected,Did Not Join,852731,310557,2023-12-12,12330
C101281,Indeed,Sales Executive,3.9,10,3,Offered,Did Not Join,1874032,1419426,2024-01-30,14882
C101282,LinkedIn,Marketing Associate,0.7,62,1,Rejected,Did Not Join,316304,1459572,2024-06-02,12300
C101283,Naukri,Backend Developer,2.2,15,1,Rejected,Did Not Join,210208,1585923,2024-03-18,7507
C101284,Naukri,Data Analyst,1.7,46,2,Rejected,Did Not Join,1070583,681430,2023-03-23,3235
C101285,LinkedIn,Data Analyst,1.3,11,2,Rejected,Joined,779873,778281,2023-09-24,3771
C101286,Naukri,Data Analyst,1.4,78,3,Offered,Joined,1069112,1637734,2024-01-31,6076
C101287,Naukri,Data Analyst,2.6,99,2,Rejected,Joined,1595926,816310,2024-02-19,5867
C101288,Naukri,Sales Executive,0.2,50,2,Rejected,Joined,1287645,1296235,2023-03-15,11195
C101289,Naukri,HR Executive,2.2,60,2,Offered,Joined,1566938,1508614,2023-11-25,19426
C101290,LinkedIn,Product Analyst,4.5,56,2,Rejected,Did Not Join,1402866,1592876,2024-03-09,17535
C101291,Naukri,Backend Developer,0.1,22,2,Rejected,Did Not Join,364232,1151431,2023-09-09,10906
C101292,LinkedIn,Business Analyst,0.3,85,3,Rejected,Did Not Join,1456467,1469082,2023-08-25,6883
C101293,Indeed,Backend Developer,2.5,78,2,Offered,Did Not Join,1948438,931500,2023-05-10,1726
C101294,Referral,HR Executive,1.1,75,2,Rejected,Did Not Join,1011438,1526910,2024-06-04,8627
C101295,Naukri,Data Analyst,1.0,68,1,Rejected,Joined,850898,450575,2023-09-06,17969
C101296,Naukri,HR Executive,0.3,77,2,Offered,Did Not Join,1288492,368466,2024-04-30,4942
C101297,Naukri,Frontend Developer,1.4,68,1,Rejected,Did Not Join,749955,281311,2024-04-11,2087
C101298,Indeed,Frontend Developer,0.3,19,2,Rejected,Did Not Join,1469861,343410,2024-11-17,7579
C101299,Indeed,Product Analyst,1.3,22,3,Rejected,Did Not Join,1325003,927476,2023-02-20,11721
C101300,Naukri,Sales Executive,2.9,11,2,Rejected,Did Not Join,1503420,1653375,2024-09-18,17317
C101301,Agency,Backend Developer,0.6,99,1,Rejected,Did Not Join,1820552,324985,2024-04-01,4394
C101302,Naukri,Backend Developer,1.3,24,3,Offered,Joined,1984014,457004,2024-06-21,13124
C101303,LinkedIn,Business Analyst,9.7,55,1,Rejected,Did Not Join,710164,1785788,2024-09-20,13267
C101304,Indeed,Sales Executive,2.3,66,2,Rejected,Joined,476558,1595366,2024-07-03,18497
C101305,Campus,Business Analyst,3.7,19,2,Offered,Did Not Join,1444272,1061663,2023-02-03,7165
C101306,Indeed,Frontend Developer,1.1,31,1,Rejected,Did Not Join,1004996,777422,2023-03-15,532
C101307,Referral,Data Analyst,2.9,98,3,Rejected,Did Not Join,205316,610745,2023-12-03,1081
C101308,Naukri,HR Executive,0.1,88,1,Rejected,Joined,1720087,1392101,2023-08-26,1311
C101309,Referral,Business Analyst,0.3,86,4,Rejected,Joined,1178532,1436159,2023-04-06,6292
C101310,Naukri,Marketing Associate,0.5,17,1,Rejected,Did Not Join,1496116,758677,2024-04-07,16243
C101311,Campus,Business Analyst,1.0,30,1,Offered,Joined,1407838,1334803,2024-08-30,18481
C101312,LinkedIn,Data Analyst,3.7,94,1,Rejected,Did Not Join,654573,1576810,2023-08-12,6886
C101313,Referral,Data Analyst,0.9,31,1,Rejected,Did Not Join,812641,758487,2023-03-11,12138
C101314,LinkedIn,Backend Developer,2.1,54,2,Rejected,Did Not Join,1815103,211444,2023-01-19,13853
C101315,Indeed,HR Executive,2.5,49,2,Rejected,Joined,892136,1191474,2024-06-09,11353
C101316,LinkedIn,Data Analyst,1.8,31,3,Rejected,Did Not Join,1059341,1736321,2024-11-05,8788
C101317,Indeed,Sales Executive,0.9,39,1,Rejected,Did Not Join,262938,1669904,2023-01-15,11424
C101318,Naukri,Business Analyst,1.7,71,2,Offered,Did Not Join,1427758,1026579,2024-10-16,17640
C101319,Naukri,Business Analyst,0.8,82,2,Offered,Did Not Join,903555,322513,2024-04-05,3285
C101320,Naukri,Frontend Developer,0.2,54,2,Offered,Did Not Join,760342,903051,2023-07-01,4834
C101321,Naukri,Data Analyst,9.9,44,2,Rejected,Joined,931769,697922,2023-10-30,11071
C101322,Campus,Marketing Associate,0.3,91,2,Offered,Did Not Join,1351397,358864,2024-07-05,11448
C101323,Naukri,Backend Developer,0.2,51,1,Rejected,Did Not Join,853869,767230,2024-06-23,18109
C101324,Internshala,HR Executive,4.2,14,3,Offered,Did Not Join,743300,921037,2024-10-29,7191
C101325,Naukri,Marketing Associate,0.7,36,2,Rejected,Did Not Join,544602,737148,2024-01-25,14970
C101326,Naukri,Backend Developer,2.1,79,2,Rejected,Did Not Join,410602,817893,2023-05-02,9542
C101327,Referral,Business Analyst,0.8,71,1,Rejected,Did Not Join,1004596,1611651,2023-12-31,2982
C101328,Indeed,Marketing Associate,1.0,41,1,Rejected,Joined,730893,716756,2024-11-20,18594
C101329,LinkedIn,Backend Developer,0.6,17,2,Offered,Did Not Join,1063686,238014,2024-09-22,14361
C101330,LinkedIn,Business Analyst,0.8,94,1,Rejected,Did Not Join,903469,1656703,2023-12-26,10715
C101331,Indeed,Business Analyst,1.1,27,1,Offered,Joined,1676908,1488922,2024-03-13,14813
C101332,Naukri,Business Analyst,2.5,87,3,Rejected,Joined,1395793,1683125,2023-09-19,4783
C101333,Internshala,Business Analyst,1.4,24,2,Rejected,Did Not Join,1139295,984418,2023-07-13,17402
C101334,Internshala,Sales Executive,5.7,35,2,Rejected,Did Not Join,1002552,1788583,2023-11-10,806
C101335,Indeed,Business Analyst,0.1,62,1,Rejected,Joined,1141057,1549836,2023-09-03,13113
C101336,Naukri,Frontend Developer,1.4,53,3,Rejected,Joined,840936,1098814,2023-06-12,12588
C101337,Indeed,Marketing Associate,1.8,41,1,Rejected,Joined,1396010,417343,2023-07-30,9021
C101338,Naukri,Backend Developer,5.1,37,3,Rejected,Did Not Join,838428,1030230,2023-07-03,13975
C101339,Naukri,Frontend Developer,0.1,48,4,Rejected,Did Not Join,502009,382854,2023-12-13,14394
C101340,Naukri,Sales Executive,1.7,41,2,Rejected,Did Not Join,547626,262078,2023-02-10,6135
C101341,LinkedIn,Product Analyst,3.8,86,4,Offered,Did Not Join,1155353,986594,2023-10-23,9795
C101342,Campus,Product Analyst,0.6,88,2,Rejected,Did Not Join,1319013,1772543,2024-02-15,8235
C101343,Indeed,Frontend Developer,4.2,27,1,Rejected,Did Not Join,833284,847739,2024-07-05,9374
C101344,Indeed,Data Analyst,0.0,79,1,Offered,Did Not Join,595701,752058,2024-11-23,8194
C101345,LinkedIn,Data Analyst,2.6,20,1,Rejected,Did Not Join,453688,763855,2024-01-08,6962
C101346,Naukri,Data Analyst,5.4,41,1,Rejected,Joined,1308365,1635213,2024-05-18,10279
C101347,Naukri,HR Executive,2.1,29,2,Rejected,Did Not Join,322863,453118,2023-02-07,11197
C101348,Internshala,Data Analyst,1.2,49,1,Rejected,Joined,1347528,440274,2024-01-13,18320
C101349,Naukri,Backend Developer,0.1,17,3,Rejected,Joined,1567762,827905,2024-08-10,16448
C101350,Campus,Frontend Developer,5.1,44,2,Offered,Joined,1852412,968932,2023-10-12,8051
